code	string
34	"
35	#
36	$
37	%
38	&
39	'
40	(
41	)
42	*
43	+
44	,
45	-
46	.
47	/
48	0
49	1
50	2
51	3
52	4
53	5
54	6
55	7
56	8
57	9
58	:
59	;
60	<
61	=
62	>
63	?
64	@
65	A
66	B
67	C
68	D
69	E
70	F
71	G
72	H
73	I
74	J
75	K
76	L
77	M
78	N
79	O
80	P
81	Q
82	R
83	S
84	T
85	U
86	V
87	W
88	X
89	Y
90	Z
91	[
92	\
93	]
94	^
95	_
96	`
97	a
98	b
99	c
100	d
101	e
102	f
103	g
104	h
105	i
106	j
107	k
108	l
109	m
110	n
111	o
112	p
113	q
114	r
115	s
116	t
117	u
118	v
119	w
120	x
121	y
122	z
123	{
124	|
125	}
126	~
127	
128	
129	
130	
131	
132	
133	
134	
135	
136	
137	
138	
139	
140	
141	
142	
143	
144	
145	
146	
147	
148	
149	
150	
151	
152	
153	
154	
155	
156	
157	
158	
159	
160	 
161	¡
162	¢
163	£
164	¤
165	¥
166	¦
167	§
168	¨
169	©
170	ª
171	«
172	¬
173	­
174	®
175	¯
176	°
177	±
178	²
179	³
180	´
181	µ
182	¶
183	·
184	¸
185	¹
186	º
187	»
188	¼
189	½
190	¾
191	¿
192	À
193	Á
194	Â
195	Ã
196	Ä
197	Å
198	Æ
199	Ç
200	È
201	É
202	Ê
203	Ë
204	Ì
205	Í
206	Î
207	Ï
208	Ð
209	Ñ
210	Ò
211	Ó
212	Ô
213	Õ
214	Ö
215	×
216	Ø
217	Ù
218	Ú
219	Û
220	Ü
221	Ý
222	Þ
223	ß
224	à
225	á
226	â
227	ã
228	ä
229	å
230	æ
231	ç
232	è
233	é
234	ê
235	ë
236	ì
237	í
238	î
239	ï
240	ð
241	ñ
242	ò
243	ó
244	ô
245	õ
246	ö
247	÷
248	ø
249	ù
250	ú
251	û
252	ü
253	ý
254	þ
255	ÿ
256	Ev
257	ve
258	er
259	ry
260	y 
261	 w
262	we
263	ee
264	ek
265	kd
266	da
267	ay
268	y f
269	fo
270	or
271	r 
272	 t
273	th
274	he
275	e 
276	 p
277	pa
278	as
279	st
280	t 
281	 tw
282	wo
283	o 
284	 y
285	ye
286	ea
287	ar
288	rs
289	s,
290	, 
291	 a
292	a 
293	 S
294	So
295	ou
296	ut
297	th 
298	 K
299	Ko
300	ore
301	ean
302	n 
303	 o
304	of
305	ff
306	fi
307	ic
308	ci
309	ia
310	al
311	l 
312	 h
313	ha
314	as 
315	 pi
316	ick
317	ke
318	ed
319	d 
320	 u
321	up
322	p 
323	 a 
324	 g
325	gr
326	re
327	een
328	n p
329	ph
330	ho
331	on
332	ne
333	e a
334	an
335	nd
336	d r
337	ru
338	un
339	ng
340	g 
341	 a c
342	co
343	oun
344	nt
345	te
346	erp
347	par
348	rt
349	t j
350	ju
351	us
352	st 
353	 ov
354	ver
355	r t
356	the
357	e b
358	bo
359	ord
360	de
361	er 
362	 i
363	in
364	n N
365	No
366	ort
367	th K
368	Kor
369	rea
370	a.
371	. 
372	 N
373	No-
374	-o
375	one
376	e h
377	has
378	s 
379	 pic
380	ck
381	ked
382	d u
383	up 
384	 th
385	he 
386	 c
387	ca
388	all
389	l i
390	in 
391	 tha
392	at
393	t t
394	ti
395	im
396	me
397	e.
398	. B
399	Bu
400	ut 
401	 al
402	ll
403	l t
404	tha
405	at 
406	 ch
407	han
408	nge
409	ed 
410	 at
411	t 1
412	15
413	5:
414	:3
415	30
416	0 
417	 (
418	(0
419	06
420	6:
421	:30
422	0 G
423	GM
424	MT
425	T)
426	) 
427	 on
428	n 3
429	3 
430	 J
431	Ja
432	anu
433	ua
434	ary
435	y 2
436	20
437	01
438	18
439	8.
440	. D
441	Du
442	ur
443	ri
444	ing
445	g t
446	the 
447	 co
448	our
449	rse
450	e o
451	of 
452	 2
453	20 
454	 m
455	mi
456	inu
457	ute
458	es
459	s, 
460	 the
461	e t
462	tw
463	wo 
464	 s
465	si
466	id
467	des
468	s t
469	tes
470	ste
471	ed t
472	thei
473	ir
474	r h
475	hot
476	tl
477	li
478	ine
479	e am
480	mid
481	d h
482	hi
483	ig
484	gh
485	h 
486	 ho
487	op
488	pe
489	es 
490	 it
491	t s
492	sig
493	gn
494	ni
495	if
496	fie
497	ed a
498	an 
499	 e
500	eas
501	sin
502	ng 
503	 of
504	f 
505	 te
506	en
507	ns
508	sio
509	ons
510	s b
511	be
512	et
513	twe
514	een 
515	 the 
516	 two
517	o K
518	Kore
519	eas.
520	.T
521	Th
522	he h
523	hotl
524	lin
525	ne 
526	 in
527	n t
528	the b
529	bor
530	rd
531	der
532	r v
533	vi
534	il
535	lla
536	ag
537	ge
538	e of
539	f P
540	Pa
541	anm
542	mu
543	unj
544	jo
545	om
546	m 
547	 ha
548	as l
549	lo
550	ong
551	g b
552	bee
553	en 
554	 a k
555	key
556	y s
557	so
558	ourc
559	ce
560	e of 
561	 com
562	mm
563	mun
564	nic
565	cat
566	tio
567	on 
568	 b
569	bet
570	twee
571	en t
572	the n
573	nei
574	igh
575	hb
576	bou
577	urs
578	s, w
579	wh
580	ho 
581	 ar
582	re 
583	 st
584	til
585	ll 
586	 tec
587	ch
588	hn
589	nica
590	ally
591	y a
592	at w
593	wa
594	ar.
595	. Bu
596	ut w
597	wha
598	at d
599	do
600	o w
601	we 
602	 k
603	kn
604	no
605	ow
606	w 
607	 ab
608	bout
609	t i
610	it
611	t?
612	?I
613	It
614	t l
615	loo
616	ok
617	ks
618	s l
619	lik
620	ke 
621	 so
622	ome
623	eth
624	hin
625	ng s
626	str
627	ra
628	ai
629	ight
630	t o
631	out
632	t of
633	f t
634	the C
635	Co
636	ol
637	ld
638	d W
639	Wa
640	ar 
641	 -
642	- 
643	 an
644	nd 
645	 it 
646	 is
647	s.
648	. Bui
649	ilt
650	t in
651	n to
652	o a
653	a b
654	bl
655	la
656	ac
657	ck 
658	 and
659	d w
660	woo
661	od
662	d d
663	desk
664	k 
665	 and 
666	 hou
667	usi
668	ing 
669	 a g
670	gre
671	een a
672	and
673	d re
674	ed p
675	pho
676	one 
677	 and a
678	a c
679	com
680	mp
681	pu
682	uter
683	r s
684	sc
685	cr
686	ree
687	en,
688	, t
689	the S
690	Sou
691	uth
692	h-
693	-N
694	Nor
695	rth
696	h D
697	Di
698	ire
699	ec
700	ct
701	t T
702	Te
703	el
704	le
705	ep
706	phon
707	ne w
708	was
709	s i
710	ins
711	sta
712	alle
713	ed i
714	in 1
715	19
716	97
717	71
718	1 
719	 to
720	o al
721	llo
722	ow 
723	 f
724	for
725	r ta
726	alk
727	ks 
728	 be
729	etw
730	wee
731	en th
732	he S
733	Sout
734	th a
735	and 
736	 No
737	orth
738	h K
739	Korea
740	an R
741	Re
742	ed C
743	Cr
744	ro
745	os
746	ss
747	s.T
748	The
749	e on
750	ne p
751	pi
752	ict
753	tu
754	ure
755	ed at
756	t th
757	he t
758	to
759	op 
760	 of 
761	 thi
762	is
763	s s
764	sto
765	ory
766	y si
767	its
768	s in
769	n S
770	South
771	h Ko
772	orea
773	a'
774	's
775	s F
776	Fr
777	reed
778	dom
779	m H
780	Ho
781	ous
782	se
783	e an
784	nd c
785	con
786	nn
787	nec
788	cts
789	s to
790	o a 
791	 si
792	imi
793	ila
794	ar d
795	desk 
796	 in 
797	 Nor
798	rth 
799	 Ko
800	orea'
801	's 
802	 P
803	Pan
804	nm
805	mung
806	ga
807	ak
808	k o
809	off
810	fic
811	ces
812	s. 
813	 T
814	The 
815	 two 
816	 bu
817	ui
818	ild
819	di
820	ings
821	s a
822	are
823	e l
824	les
825	ss 
826	 than
827	n 1
828	10
829	00
830	0m
831	m (
832	(3
833	32
834	28
835	8f
836	ft
837	t)
838	) a
839	aw
840	way
841	y fr
842	rom
843	m e
844	eac
845	ch 
846	 ot
847	ther
848	r i
849	in P
850	Panm
851	munj
852	jom
853	m,
854	, i
855	insi
856	ide
857	e th
858	he he
859	eav
860	vil
861	ly
862	y-
863	-f
864	fort
865	tif
866	fied
867	d de
868	em
869	mil
870	lit
871	ta
872	ari
873	iz
874	ze
875	ed z
876	zo
877	one (
878	(D
879	DM
880	MZ
881	Z)
882	).
883	.M
884	Mo
885	ore 
886	 comm
887	muni
888	ica
889	ati
890	io
891	on l
892	line
893	es w
894	wer
895	re e
896	est
897	tab
898	bli
899	ish
900	hed
901	d i
902	in 19
903	972
904	2 
905	 wh
906	hen
907	n th
908	her
909	re w
910	was 
911	 ta
912	alk 
913	 of a
914	a p
915	po
916	oss
917	sib
918	ble
919	e r
920	reu
921	uni
922	ifi
923	icat
924	tion
925	n,
926	, a
927	and a
928	aga
929	ain
930	n i
931	in t
932	the 1
933	199
934	90
935	0s
936	s an
937	nd 2
938	200
939	00s
940	s.To
941	oda
942	ay 
943	 ther
944	re a
945	are 
946	 3
947	33
948	3 c
949	comm
950	munic
951	cati
952	ion
953	n l
954	lines
955	s be
956	etwe
957	een t
958	the t
959	two
960	o Ko
961	oreas
962	s -
963	- f
964	fiv
965	ve 
966	 fo
967	or 
968	 d
969	dai
970	ily
971	y c
972	commu
973	unic
974	catio
975	ons,
976	, 2
977	21
978	1 f
979	for 
980	 int
981	ter
982	r-
983	-K
984	Korean
985	n ta
986	alks
987	s, t
988	two 
989	 for
990	r a
991	air
992	r tr
993	raf
994	ffi
995	ic 
996	 iss
997	su
998	ue
999	es,
1000	, tw
1001	wo f
1002	for m
1003	ma
1004	arit
1005	tim
1006	me 
1007	 issu
1008	ues
1009	s and
1010	d t
1011	thr
1012	ree 
1013	 for 
1014	 j
1015	joi
1016	int
1017	t e
1018	eco
1019	ono
1020	omi
1021	ic c
1022	co-
1023	-op
1024	per
1025	rat
1026	tion 
1027	 issue
1028	es.
1029	.B
1030	But
1031	t the
1032	ey
1033	y h
1034	hav
1035	ve m
1036	mo
1037	ost
1038	tly
1039	y l
1040	lai
1041	in d
1042	dor
1043	rm
1044	man
1045	nt 
1046	 sin
1047	nc
1048	ce 
1049	 F
1050	Fe
1051	eb
1052	br
1053	rua
1054	ary 
1055	 20
1056	016
1057	6 
1058	 whe
1059	en the
1060	e N
1061	Nort
1062	th b
1063	bro
1064	oke
1065	e ti
1066	ie
1067	es wi
1068	ith
1069	h t
1070	the So
1071	outh
1072	h a
1073	af
1074	fte
1075	er S
1076	Se
1077	eo
1078	oul
1079	l s
1080	sus
1081	sp
1082	pen
1083	nde
1084	ed a 
1085	 jo
1086	oi
1087	int 
1088	 ec
1089	cono
1090	omic
1091	c 
1092	 pr
1093	roj
1094	je
1095	ect
1096	t a
1097	at K
1098	Ka
1099	ae
1100	eso
1101	ong 
1102	 ind
1103	du
1104	ust
1105	tr
1106	ria
1107	al 
1108	 comp
1109	pl
1110	lex
1111	x 
1112	 ove
1113	er P
1114	Py
1115	yo
1116	ongy
1117	ya
1118	ang
1119	g'
1120	's n
1121	nu
1122	uc
1123	cl
1124	lea
1125	ar t
1126	test
1127	ts
1128	s.A
1129	A 
1130	 form
1131	mer
1132	r S
1133	South 
1134	 Kor
1135	rean
1136	n c
1137	commun
1138	nicat
1139	tions
1140	s o
1141	offi
1142	ice
1143	er r
1144	rec
1145	cal
1146	lle
1147	ed to
1148	o Y
1149	Yo
1150	onh
1151	hap
1152	p n
1153	new
1154	ws
1155	s ag
1156	gen
1157	ncy
1158	y w
1159	what
1160	t it
1161	t w
1162	was l
1163	like
1164	e w
1165	wor
1166	rk
1167	ki
1168	ing t
1169	there
1170	e i
1171	in th
1172	he e
1173	ear
1174	rl
1175	ly 
1176	 1
1177	1990
1178	0s.
1179	."
1180	"A
1181	Al
1182	ll t
1183	the p
1184	phone
1185	e c
1186	call
1187	ls
1188	s w
1189	were
1190	e off
1191	fici
1192	ial
1193	l.
1194	. W
1195	We
1196	e d
1197	did
1198	dn
1199	n'
1200	't
1201	t ex
1202	xc
1203	cha
1204	ange
1205	e any
1206	y u
1207	uno
1208	offic
1209	cia
1210	al j
1211	jok
1212	kes
1213	s,"
1214	" 
1215	 Ki
1216	im 
1217	 Y
1218	Ye
1219	eon
1220	n-
1221	-c
1222	che
1223	eol
1224	l to
1225	old
1226	d th
1227	he a
1228	age
1229	enc
1230	cy
1231	y i
1232	in 2
1233	2008
1234	8.H
1235	He
1236	e de
1237	esc
1238	cri
1239	ib
1240	bed
1241	d a
1242	a d
1243	dail
1244	ly r
1245	rou
1246	uti
1247	ine 
1248	 wher
1249	reb
1250	by
1251	y ca
1252	alls
1253	s we
1254	ere
1255	e m
1256	mad
1257	de 
1258	 at 
1259	 0
1260	09
1261	9:
1262	:0
1263	00 
1264	 ev
1265	very
1266	y m
1267	mor
1268	rn
1269	nin
1270	ng a
1271	and t
1272	then
1273	n a
1274	agai
1275	in a
1276	at 1
1277	16
1278	6:0
1279	00 b
1280	bef
1281	fore
1282	e le
1283	eavi
1284	ing f
1285	for t
1286	the d
1287	day
1288	y.
1289	."W
1290	We 
1291	 ca
1292	alled
1293	d the
1294	em 
1295	 on 
1296	 od
1297	dd
1298	d da
1299	ate
1300	es, 
1301	 and N
1302	North
1303	h Kor
1304	rea 
1305	 cal
1306	lled
1307	d us
1308	s on
1309	n e
1310	ev
1311	ven
1312	n d
1313	dat
1314	tes,
1315	,"
1316	" h
1317	he ad
1318	dde
1319	ed.
1320	.Th
1321	here
1322	e ar
1323	re n
1324	no 
1325	 odd
1326	d an
1327	nd e
1328	eve
1329	en d
1330	days
1331	s any
1332	y mo
1333	ore,
1334	, a 
1335	 un
1336	nif
1337	fica
1338	atio
1339	on m
1340	min
1341	nis
1342	stry
1343	y sp
1344	pok
1345	kesw
1346	wom
1347	man 
1348	 tol
1349	ld 
1350	 the B
1351	BB
1352	BC
1353	C,
1354	, b
1355	bu
1356	ut t
1357	the r
1358	rout
1359	tin
1360	ne o
1361	of c
1362	calli
1363	ing tw
1364	wi
1365	ice 
1366	 a d
1367	day 
1368	 has
1369	s c
1370	cont
1371	tinu
1372	ued
1373	d -
1374	- fo
1375	or t
1376	the Sou
1377	uth 
1378	 Kore
1379	eans
1380	s. T
1381	They
1382	y cal
1383	ll o
1384	on t
1385	the g
1386	gree
1387	en p
1388	phone.
1389	. T
1390	The r
1391	red
1392	d p
1393	phone 
1394	 is 
1395	 to 
1396	 r
1397	rece
1398	ei
1399	iv
1400	ve i
1401	inc
1402	comi
1403	ing c
1404	calls
1405	s f
1406	fr
1407	rom 
1408	 the N
1409	North.
1410	. N
1411	Ne
1412	eit
1413	ther 
1414	 hav
1415	ve y
1416	yi
1417	iel
1418	lde
1419	ed an
1420	ny
1421	yt
1422	thi
1423	ing fr
1424	rom a
1425	acr
1426	ros
1427	ss t
1428	the bo
1429	orde
1430	er i
1431	in n
1432	nea
1433	arl
1434	ly t
1435	two y
1436	yea
1437	ars
1438	s. "
1439	"T
1440	Tec
1441	chn
1442	nical
1443	lly
1444	y t
1445	the l
1446	lines 
1447	 we
1448	ere 
1449	 sti
1450	ill
1451	l c
1452	conn
1453	nect
1454	ted
1455	d b
1456	but
1457	t N
1458	North 
1459	 Korea
1460	a w
1461	wasn
1462	n't
1463	t p
1464	pic
1465	cki
1466	ing u
1467	up t
1468	the ph
1469	hon
1470	ne"
1471	" t
1472	the m
1473	mini
1474	ist
1475	try
1476	y spo
1477	okes
1478	sw
1479	woma
1480	an s
1481	sa
1482	aid
1483	d.
1484	."B
1485	Be
1486	ef
1487	fore 
1488	 Fe
1489	ebr
1490	ruar
1491	ry 
1492	 201
1493	16,
1494	, th
1495	he tw
1496	wo s
1497	sid
1498	des 
1499	 ma
1500	ad
1501	de d
1502	daily
1503	y co
1504	ont
1505	tac
1506	ct 
1507	 fr
1508	rom M
1509	Mon
1510	nda
1511	ay t
1512	to 
1513	 Fr
1514	rid
1515	day.
1516	. E
1517	Ei
1518	ithe
1519	er s
1520	side
1521	e wo
1522	ould
1523	d ri
1524	ing a
1525	at 0
1526	09:
1527	:00
1528	0 t
1529	to c
1530	chec
1531	ck t
1532	that
1533	t the 
1534	 ph
1535	hone
1536	e wa
1537	as s
1538	sti
1539	ill 
1540	 wo
1541	ork
1542	kin
1543	ng,
1544	," 
1545	 sh
1546	he ex
1547	xp
1548	pla
1549	aine
1550	ed."
1551	"I
1552	If
1553	f w
1554	we h
1555	had
1556	d a 
1557	 me
1558	ess
1559	sag
1560	ge,
1561	, w
1562	we w
1563	wou
1564	ul
1565	ld a
1566	ask
1567	k t
1568	the N
1569	North i
1570	if 
1571	 they
1572	y we
1573	ere h
1574	happ
1575	py
1576	y to
1577	o r
1578	recei
1579	ive
1580	e it
1581	t.
1582	. We
1583	e wou
1584	uld
1585	d then
1586	n pu
1587	ut th
1588	he p
1589	phone d
1590	dow
1591	wn
1592	n an
1593	nd t
1594	the me
1595	essa
1596	age 
1597	 wou
1598	uld 
1599	 ei
1600	ither
1601	r b
1602	be 
1603	 se
1604	ent
1605	t v
1606	via
1607	a t
1608	the f
1609	fa
1610	ax
1611	x m
1612	mac
1613	chi
1614	ine o
1615	or b
1616	by 
1617	 mee
1618	eti
1619	ing fa
1620	ace
1621	e-
1622	-t
1623	to-
1624	-fa
1625	ace.
1626	."T
1627	The t
1628	timi
1629	ings 
1630	 wer
1631	re t
1632	thro
1633	own
1634	n in
1635	nto
1636	o s
1637	sl
1638	lig
1639	ght
1640	t d
1641	dis
1642	sar
1643	rr
1644	ray
1645	y in
1646	n 2
1647	201
1648	15 
1649	 when
1650	n No
1651	orth 
1652	 Korea 
1653	 br
1654	roug
1655	ght 
1656	 forw
1657	war
1658	rd 
1659	 its
1660	s ti
1661	ime
1662	e z
1663	zon
1664	ne b
1665	by h
1666	hal
1667	lf
1668	f a
1669	an h
1670	hou
1671	ur.
1672	.The
1673	e dec
1674	cis
1675	sion
1676	n b
1677	by t
1678	the No
1679	orth t
1680	to r
1681	reo
1682	ope
1683	en the 
1684	 hot
1685	tli
1686	ine c
1687	cam
1688	me a
1689	aft
1690	ter 
1691	 l
1692	lead
1693	der 
1694	 Kim
1695	m J
1696	Jo
1697	ong-
1698	-u
1699	un 
1700	 sa
1701	aid 
1702	 in a
1703	a N
1704	New
1705	w Y
1706	Yea
1707	ar'
1708	's D
1709	Da
1710	ay s
1711	spe
1712	eec
1713	ch h
1714	he w
1715	was "
1716	"o
1717	open
1718	n to 
1719	 di
1720	ialo
1721	og
1722	gu
1723	ue"
1724	" w
1725	wit
1726	th S
1727	Seo
1728	oul 
1729	 and t
1730	to s
1731	sen
1732	ndi
1733	ing a 
1734	 tea
1735	am
1736	m t
1737	to t
1738	the W
1739	Wi
1740	inte
1741	er O
1742	Ol
1743	lym
1744	mpi
1745	ics
1746	s in 
1747	 the S
1748	South n
1749	nex
1750	xt
1751	t m
1752	mon
1753	nth
1754	h.
1755	. R
1756	Ri
1757	i 
1758	 So
1759	on-
1760	-g
1761	gw
1762	won
1763	n, 
1764	 who
1765	o h
1766	hand
1767	dl
1768	les 
1769	 the No
1770	orth'
1771	's i
1772	inter
1773	r-K
1774	Korean 
1775	 re
1776	ela
1777	ation
1778	ns,
1779	, s
1780	sai
1781	id 
1782	 Kim 
1783	 Jo
1784	ong-u
1785	un h
1786	had 
1787	 gi
1788	iven
1789	n the
1790	e or
1791	rde
1792	er t
1793	to re
1794	eop
1795	pen 
1796	 the l
1797	line 
1798	 to d
1799	disc
1800	cu
1801	uss
1802	s "
1803	"a
1804	a r
1805	rig
1806	ght t
1807	time
1808	e f
1809	for ta
1810	alks 
1811	 and s
1812	send
1813	din
1814	ng a 
1815	 de
1816	ele
1817	eg
1818	gat
1819	tion t
1820	to th
1821	he P
1822	Pye
1823	eong
1824	gc
1825	chan
1826	ng W
1827	Win
1828	nte
1829	er Ol
1830	lymp
1831	pics
1832	s"
1833	".
1834	.H
1835	He 
1836	 sai
1837	id t
1838	they
1839	y wo
1840	ould 
1841	 "
1842	"m
1843	mak
1844	ke c
1845	clo
1846	ose
1847	e co
1848	onta
1849	act
1850	t..
1851	..
1852	.. 
1853	 in a 
1854	 sinc
1855	cer
1856	re an
1857	nd f
1858	fai
1859	ithf
1860	fu
1861	ul 
1862	 man
1863	nne
1864	er"
1865	" a
1866	and "
1867	"d
1868	discu
1869	uss 
1870	 wor
1871	rki
1872	ing-
1873	-l
1874	lev
1875	vel
1876	l is
1877	ssu
1878	ues 
1879	 rel
1880	lat
1881	ted 
1882	 to t
1883	the di
1884	isp
1885	pat
1886	tc
1887	ch o
1888	of t
1889	the (
1890	(W
1891	Wint
1892	ter O
1893	Oly
1894	ym
1895	mpic
1896	c)
1897	) d
1898	del
1899	leg
1900	gati
1901	ion"
1902	".S
1903	South K
1904	Korea'
1905	's u
1906	unif
1907	ficat
1908	tion m
1909	minis
1910	stry 
1911	 sp
1912	poke
1913	esw
1914	woman
1915	n tol
1916	ld t
1917	the B
1918	BBC
1919	C 
1920	 that
1921	t W
1922	Wed
1923	dne
1924	esd
1925	day'
1926	's c
1927	call 
1928	 wa
1929	as m
1930	mai
1931	inl
1932	ly to
1933	o t
1934	test 
1935	 the li
1936	ine.
1937	. I
1938	It 
1939	 is s
1940	stil
1941	ll to
1942	oo
1943	o e
1944	earl
1945	ly to 
1946	 say
1947	y ho
1948	ow c
1949	conta
1950	act 
1951	 wi
1952	ill d
1953	dev
1954	velo
1955	op g
1956	go
1957	oin
1958	ng f
1959	forw
1960	ward
1961	d,
1962	, bu
1963	ut "
1964	"i
1965	it 
1966	 may
1967	y b
1968	be t
1969	throu
1970	ug
1971	gh 
1972	 a f
1973	fac
1974	ce-
1975	-to
1976	o-
1977	-fac
1978	ce m
1979	mee
1980	etin
1981	ng o
1982	or a
1983	a f
1984	form
1985	mal
1986	l e
1987	ex
1988	xch
1989	hang
1990	ge 
1991	 of l
1992	let
1993	tt
1994	ters
1995	s," 
1996	 she
1997	e s
1998	sug
1999	gg
2000	ges
2001	sted
